ID,観光地名,ふりがな,地域ブロック,市町村,住所１（地番まで),住所２（マンション名等）,緯度,経度,説明,電話番号,ファックス,公共交通,車,駐車場,営業時間,定休日,料金,ユニバーサル対応トイレ,ユニバーサル対応駐車場,ユニバーサル対応その他,備考,ホームページURL,テーマ,カテゴリ,サブカテゴリ,分類キーワード
482,笛吹峠桜並木,フエフキトウゲサクラナミキ,西部地域,嵐山町,将軍沢,,36.55233,137.825978,「都幾川桜堤」と並ぶ嵐山の桜の名所の一つです。鳩山町と嵐山町の境目に位置する笛吹峠は、３月下旬から４月上旬になると満開の桜が一面に広がります。また、笛吹峠は南北朝時代に合戦が行われた場所としても知られ、町の史跡に指定されています。,0493-62-2150（嵐山町役場）,,東武東上線「武蔵嵐山駅」下車　徒歩約４０分,関越自動車道「東松山」ＩＣより約１５分,,常時開放,なし,無料,,,,"※花の見頃
桜/３月下旬～４月上旬",http://,観・楽,花,桜,花
484,新河岸川の桜,シンガシガワノサクラ,西部地域,川越市,新河岸川沿い,,35.92813707,139.4886661,川越市氷川神社の裏手の新河岸川に沿った川越でも有数の桜の名所です。桜の見頃は４月初旬から中旬にかけてで、毎年、春一日限りで、花見舟が運行され川舟に乗って川面に映える桜を眺めながら下りもできる「新河岸川桜まつり」も開催されています。また、新河岸川では年に数回観光舟運が行われています。,049-222-5556（川越市川越駅観光案内所）,,西武新宿線「本川越駅」下車　徒歩約２０分,関越自動車道「川越」ＩＣより約２０分,,常時,なし,無料,,,,"※花の見頃
桜/３月下旬～４月中旬",,観・楽,花,桜,花 郷土景観
486,葛西用水路沿い桜並木,カサイヨウスイロゾイサクラナミキ,東部地域,羽生市,葛西用水路沿い,,36.1710878,139.5448422,市街地の中心部を葛西用水路沿い約３００ｍにさくらが咲き誇り、桜花のトンネルの散歩を楽しめます。期間中夜間ライトアップされ、花見客で賑わいます。また、羽生葛西堤さくらまつり（３月下旬～４月上旬）が開催され、地元町内会によるお囃子の実演のほか、物産販売等が開催されます。,048-560-3111（羽生市観光協会）,048-560-3110（羽生市観光協会）,東武伊勢崎線「羽生駅」下車　徒歩約１５分,,,常時,なし,無料,,,,"※花の見頃
桜/３月下旬～４月上旬",,観・楽,花,桜,花
487,鴻巣公園,コウノスコウエン,中央地域,鴻巣市,本町8-2,,36.0546764,139.5147908,四季折々の花で知られている公園で、桜の季節の４月上旬には桜まつりが行われ、数々の催し物や歌謡大会が開催されます。５月にはツツジ、サツキも咲き乱れ、花の名所として多くの観光客でにぎわいをみせています。また、公園の目の前には、徳川家康にゆかりのある勝願寺があります。,048-542-1169（鴻巣市観光協会）,048-594-8291（鴻巣市観光協会）,ＪＲ高崎線「鴻巣駅」東口下車　徒歩約１５分,首都圏中央連絡自動車道「桶川北本」ＩＣより約２０分,,常時開放,なし,無料,,,,"※花の見頃
桜/３月下旬～４月上旬
ツツジ/４月中旬～５月上旬
サツキ/６月上旬",http://www.konosu-kanko.jp/,観・楽,花,色々な花・その他,花 公園・緑地
488,そうか公園,ソウカコウエン,東部地域,草加市,柿木町272-1,,35.860272,139.828558,東京ドームの約４倍の広さがある草加市を代表する公園です。緑が多く、四季折々の樹木や草花、野鳥や昆虫を観察できる自然の宝庫となっています。同公園西側の八条用水沿いには桜並木があり、市内の桜の名所の一つにもなっています。,048-931-9833（草加市役所/みどりの協会）,,東武伊勢崎線「松原団地駅」東口下車　東武バス青柳循環線、総合グランド前よりすぐ,東京外環自動車道「草加」ＩＣより約１０分,,常時,なし,無料,,,,"※花の見頃
桜/３月下旬～４月上旬",http://www.city.soka.saitama.jp/hp/menu000004700/hpg000004634.htm,観・楽,花,桜,花 公園・緑地
489,沼辺公園,ヌマベコウエン,東部地域,吉川市,大字平沼1729,,35.8835362,139.8442502,"市内でも有数の花見のメッカとも言える公園で、春先になると、およそ１００本の桜の木が満開に花を咲かせます。また、小さな子供向けのジャブジャブ池や木製複合遊具、長さ１５ｍのターザンロープ、高さ１０ｍほどのザイルクライミングなどがあり充分に楽しめます。
",048-982-9901（吉川市/道路公園課）,048-983-2245（吉川市/道路公園課）,ＪＲ武蔵野線「吉川駅」下車　徒歩約４０分,常磐自動車道「三郷」ＩＣより約２５分,なし,,,無料,なし,なし,,"※花の見頃
桜（約１００本）/３月下旬～４月上旬","http://www.city.yoshikawa.saitama.jp/11,989,24,369.html",観・楽,花,桜,花 公園・緑地
492,秩父札所　29番　長泉院,チチブフダショ　ニジュウキュウバン　チョウセンイン,秩父地域,秩父市,荒川上田野557,,35.96032,139.049924,"秩父札所の２９番である長泉院の参道入口には、大きな枝垂れ桜があり「よみがえりの一本桜」で知られています。また、境内には四季折々の花があふれ、奥には数多くの竹林の侘びが静けさを保ち、参拝者の目を楽しませています。また、葛飾北斎の描いた「桜花の図」、更には洛東山の香炉、地獄極楽の絵草紙、徳川将軍の奉納品などが保存されています。
",0494-54-2114（秩父市役所荒川総合支所）,,秩父鉄道「浦山口駅」下車　約１５分,関越自動車道「花園」ＩＣより約５５分,,８：００～１７：００,なし,無料,,,,,http://www.fudasyo.com/meguri/n_index.html,観・楽,神社・仏閣,寺院,花 社寺
495,中院,ナカイン,西部地域,川越市,小仙波町5-15-1,,35.9149384,139.4903737,"東照宮の南に位置し、北院・中院・南院の中心であっただけに、趣のある静かな境内です。本堂前にはみごとな「しだれ桜」あります。ここは島崎藤村の義母、加藤みきの墓があり、藤村が義母に贈った茶室「不染亭」が移築され、藤村書の「不染の碑」があります。市の文化財に指定されています。
",049-222-5556（川越観光協会）,,"・ＪＲ川越線・東武東上線「川越駅」もしくは西武新宿線「本川越駅」下車　徒歩約２０分
・小江戸巡回バス「中院」バス停下車すぐ",関越自動車道「川越」ＩＣより約１５分,,常時開放,なし,無料,,,,"※花の見頃
しだれ桜/３月下旬～４月上旬",http://www.kawagoe.com/nakain/,観・楽,神社・仏閣,寺院,花 社寺
499,金仙寺,コンセンジ,西部地域,所沢市,堀之内343,,35.787669,139.396386,別所山・西光院金仙寺と称し、真言宗豊山派で長谷寺を総本山とします。今から１１００年前に空海作といわれる「阿弥陀如来像」を本尊として開山しました。四季折々咲く花々「花のお寺・金仙寺」として名高く、とりわけ境内の「しだれ桜」は樹齢百数十年の名木です。また、所沢市の指定樹木になっています。 ,04-2948-1915,,西武池袋線「小手指駅」南口下車　バス「堀之内」より徒歩約５分,関越自動車道「所沢」ＩＣより約３０分,,日中,なし,無料,,,,"※花の見頃
桜/３月下旬～４月上旬",http://www.tokoro-kankou.jp/blog/048.html,観・楽,神社・仏閣,寺院,花 社寺
500,小手指砂川堀のしだれざくら,コテサシスナガワホリノシダレザクラ,西部地域,所沢市,小手指町,,35.796669,139.436185,区画整理の完成にあわせて植樹されたもので、両岸約５００ｍにわたり１１９本の紅白のシダレザクラが植樹されています。また、砂川堀には畑の中にポツンとある巨大なコブシの木の満開時期のその姿は圧巻です。特に、写真愛好家などには有名です。,04-2998-9155（所沢市役所商工労政課）,,西武池袋線「小手指駅」北口下車　徒歩約１０分,-,なし,常時開放,なし,無料,,なし,,"※花の見頃
桜（約１２０本）/３月下旬～４月上旬",http://www.tokoro-kankou.jp/blog/045.html,観・楽,花,桜,花
501,静御前の墓,シズカゴゼンノハカ,東部地域,久喜市,栗橋町中央１丁目２,,36.13758012,139.6948314,栗橋の地で亡くなった源義経の内妻、静御前の墓です。静御前は栗橋の地にあった寺に葬られましたが、墓がないのを哀れんだ幕府領を広域支配する代官である関東郡代が、１８０３年に墓碑を建立したと言われています。静御前の命日である９月１５日には「静御前墓前祭」がささやかに行われています。,0480-53-1111（久喜市栗橋観光協会）,0480－55－1041（久喜市栗橋観光協会）,ＪＲ宇都宮線「栗橋駅」東口下車　徒歩約１分 ,東北自動車道「加須」ＩＣより国道１２５号を栗橋駅方面へ約１０ｋｍ,なし,墓所は終日開放,"なし
",無料,栗橋駅構内にあり,なし,,,http://www.syokoukai.or.jp/kurihashi/town/kankou.html,観・楽,歴史・文化,古墳・史跡・城跡,花 史跡・城跡
502,さくら堤公園,サクラツツミコウエン,西部地域,吉見町,大字飯島新田,,36.0226672,139.4868167,ふるさと歩道の設置とともに桜が植えられ、この１．８ｋｍに及ぶ桜堤に、秋ヶ瀬公園（さいたま市）と森林公園（滑川町）を結ぶサイクリングコースが走っていて、桜はもとより早春には菜の花が辺りをおおいつくします。また、桜の開花時期に合わせて、提灯の淡い明りでライトアップされます。,0493-54-1511（吉見町役場）,0493-54-4200（吉見町役場）,"・ＪＲ高崎線「鴻巣駅」下車　徒歩約７０分
・ＪＲ高崎線「北本駅」下車　徒歩約６５分",関越自動車道「東松山」ＩＣより約２５分,,常時開放,無し,無料,,,盲導犬受け入れ：可,,http://www.town.yoshimi.saitama.jp/guide_sakuradutsumi.html,観・楽,花,桜,花 公園・緑地
504,栗橋の静桜,クリハシノシズカザクラ,東部地域,久喜市,栗橋区域内,,36.13757146,139.6948206,源義経とのロマンスで知られている静御前。奥州へ逃れた義経を追って北へ向かっていた静が義経の悲報に接し、弔いのために一本の桜を野沢の地（宇都宮）に植えたのが、静桜と言われています。栗橋駅前のひめプラザの隣接に静御前の墓所があり、それを見守るかのように植えられているのが『静桜』です。全国にも数箇所にしかないという貴重な桜です。,0480-53-1111（久喜市栗橋観光協会）,0480-55-1041（久喜市栗橋観光協会）,ＪＲ宇都宮線「栗橋駅」東口下車　徒歩約３分　　 , 東北自動車道「加須」ＩＣより国道１２５号経由で栗橋方面へ約１５分,なし,常時,なし,無料,なし,なし,,"※花の見頃
静桜/３月下旬～４月上旬",http://www.syokoukai.or.jp/kurihashi/town/kankou.html,観・楽,花,桜,花
